ensembl_gene_id	chromosome_name	start_position	end_position	mmusculus_homolog_ensembl_gene	mmusculus_homolog_orthology_confidence
ENSG00000136485	17	61627822	61671639	ENSMUSG00000049354	0
ENSG00000125827	20	7957995	8000476	ENSMUSG00000034723	1
ENSG00000107562	10	44793038	44881941	ENSMUSG00000061353	1
ENSG00000114126	3	141663277	141868386	ENSMUSG00000032411	1
ENSG00000174156	6	52761437	52774483	ENSMUSG00000090802	0
ENSG00000129048	3	132316081	132337811	ENSMUSG00000079355	1
ENSG00000187860	22	30752624	30774647	ENSMUSG00000051427	1
ENSG00000198838	15	33603163	34158303	ENSMUSG00000057378	1
ENSG00000126391	11	65154070	65180996	ENSMUSG00000024816	1
ENSG00000182759	8	144501352	144512576	ENSMUSG00000047591	1
ENSG00000128710	2	176973518	176984670	ENSMUSG00000050368	1
ENSG00000110104	11	60609544	60618554	ENSMUSG00000024732	1
ENSG00000136811	9	131217465	131263571	ENSMUSG00000026790	1
ENSG00000179841	14	64932217	64941221	ENSMUSG00000021057	0
ENSG00000198558	6	27840926	27841289	ENSMUSG00000060639	0
ENSG00000178591	20	67891	77735	ENSMUSG00000074680	0
ENSG00000196562	20	46285092	46415360	ENSMUSG00000006800	1
ENSG00000176022	1	1167629	1170421	ENSMUSG00000050796	1
ENSG00000176907	8	40010989	40012821	ENSMUSG00000056313	1
ENSG00000137814	15	42841008	42862192	ENSMUSG00000027285	1
ENSG00000256646	7	42948872	42971773	ENSMUSG00000015671	1
ENSG00000125788	20	123010	126392	ENSMUSG00000027468	0
ENSG00000183134	11	60618413	60623444	ENSMUSG00000034117	1
ENSG00000157540	21	38738092	38889753	ENSMUSG00000022897	1
ENSG00000184163	1	1177826	1182102	ENSMUSG00000023571	1
ENSG00000095464	10	95372345	95425767	ENSMUSG00000024992	1
ENSG00000125676	X	122734412	122866906	ENSMUSG00000037475	1
ENSG00000064201	11	2323227	2339430	ENSMUSG00000000244	1
ENSG00000198755	6	35436185	35438562	ENSMUSG00000061988	0
ENSG00000174100	17	36452989	36479101	ENSMUSG00000018882	1
ENSG00000126804	14	64970430	65000408	ENSMUSG00000033454	1
ENSG00000112697	6	75962640	75994684	ENSMUSG00000032328	1
ENSG00000165061	8	40388109	40755352	ENSMUSG00000037492	1
ENSG00000172795	5	112312399	112356667	ENSMUSG00000024472	1
ENSG00000149506	11	60635035	60643166	ENSMUSG00000024734	1
ENSG00000136463	17	61678231	61685725	ENSMUSG00000001983	1
ENSG00000087111	17	26880401	26898890	ENSMUSG00000041958	1
ENSG00000185982	20	168494	170322	ENSMUSG00000049560	0
ENSG00000142347	19	8585674	8642461	ENSMUSG00000024300	1
ENSG00000128815	10	49892921	50191001	ENSMUSG00000051506	1
ENSG00000112297	6	106959730	107018326	ENSMUSG00000019866	1
ENSG00000144648	3	42846244	42929466	ENSMUSG00000044534	1
ENSG00000125903	20	207899	210527	ENSMUSG00000074681	0
ENSG00000123838	1	207277607	207318317	ENSMUSG00000026405	0
ENSG00000112337	6	25912982	25930946	ENSMUSG00000036110	1
ENSG00000104783	19	44270685	44285409	ENSMUSG00000054342	1
ENSG00000123360	12	54943134	54973023	ENSMUSG00000022489	1
ENSG00000099999	22	30773835	30817760	ENSMUSG00000003581	1
ENSG00000081307	3	132373290	132396941	ENSMUSG00000032557	1
ENSG00000169599	2	69622882	69664760	ENSMUSG00000029993	1
ENSG00000124370	2	71336814	71357369	ENSMUSG00000033429	1
ENSG00000122359	10	81910645	81965328	ENSMUSG00000021866	0
ENSG00000163719	3	9691117	9744077	ENSMUSG00000030269	1
ENSG00000115840	2	172640880	172864766	ENSMUSG00000027010	1
ENSG00000198944	5	132149033	132152488	ENSMUSG00000044352	1
ENSG00000105373	19	48248779	48260315	ENSMUSG00000041560	1
ENSG00000181965	5	134869991	134871639	ENSMUSG00000048904	1
ENSG00000113456	5	34905369	34919094	ENSMUSG00000022248	1
ENSG00000173698	X	19007427	19140755	ENSMUSG00000031298	1
ENSG00000112531	6	163835032	163999628	ENSMUSG00000062078	1
ENSG00000233224	6	27860477	27860963	ENSMUSG00000061615	0
ENSG00000133247	19	55851221	55859488	ENSMUSG00000059851	1
ENSG00000115540	2	198380295	198418423	ENSMUSG00000025979	1
ENSG00000145824	5	134906373	134914969	ENSMUSG00000021508	1
ENSG00000049283	17	48609904	48621111	ENSMUSG00000010080	1
ENSG00000104518	8	144635377	144645232	ENSMUSG00000022575	1
ENSG00000157483	15	59427113	59665099	ENSMUSG00000032220	1
ENSG00000128709	2	176987088	176989853	ENSMUSG00000043342	1
ENSG00000117859	1	52042851	52254889	ENSMUSG00000028559	1
ENSG00000164403	5	132157833	132166590	ENSMUSG00000018387	1
ENSG00000160087	1	1189289	1209265	ENSMUSG00000023286	1
ENSG00000165792	14	21457929	21465189	ENSMUSG00000004561	1
ENSG00000053900	4	25378835	25420120	ENSMUSG00000029176	1
ENSG00000198909	17	61699775	61773663	ENSMUSG00000020700	1
ENSG00000145832	5	135170338	135224326	ENSMUSG00000021509	0
ENSG00000038382	5	14143811	14532235	ENSMUSG00000022263	1
ENSG00000142661	1	24382525	24438665	ENSMUSG00000037139	1
ENSG00000004838	3	50378541	50384283	ENSMUSG00000010044	1
ENSG00000175879	2	176994422	176997423	ENSMUSG00000027102	1
ENSG00000182621	20	8112824	8949003	ENSMUSG00000051177	1
ENSG00000124383	2	71357444	71377231	ENSMUSG00000030521	0
ENSG00000164330	5	158122928	158526769	ENSMUSG00000057098	1
ENSG00000188921	9	20995306	21031635	ENSMUSG00000028497	1
ENSG00000014641	2	63815743	63834331	ENSMUSG00000020321	1
ENSG00000184113	22	19510547	19515068	ENSMUSG00000041378	1
ENSG00000065491	6	37225548	37300746	ENSMUSG00000042203	1
ENSG00000196504	2	153508107	153574511	ENSMUSG00000061136	1
ENSG00000131507	5	141488070	141534005	ENSMUSG00000024425	1
ENSG00000197428	11	4660945	4662068	ENSMUSG00000073967	1
ENSG00000100003	22	30792846	30821305	ENSMUSG00000003585	1
ENSG00000180785	11	4664650	4676718	ENSMUSG00000070423	1
ENSG00000115084	2	114462588	114514400	ENSMUSG00000026342	1
ENSG00000157542	21	38979678	39288749	ENSMUSG00000043301	1
ENSG00000137218	6	41737914	41754280	ENSMUSG00000023266	1
ENSG00000167332	11	4701401	4719084	ENSMUSG00000043366	1
ENSG00000186908	12	77157368	77247476	ENSMUSG00000035798	1
ENSG00000082074	5	39105338	39274630	ENSMUSG00000022148	1
ENSG00000144136	2	113403434	113421404	ENSMUSG00000027397	1
ENSG00000230062	6	46714654	46727243	ENSMUSG00000096140	1
ENSG00000104763	8	17913934	17942494	ENSMUSG00000031591	1
ENSG00000171855	9	21077104	21077943	ENSMUSG00000048806	0
ENSG00000110107	11	60658202	60674060	ENSMUSG00000024735	1
ENSG00000164291	5	94890778	94940768	ENSMUSG00000021592	1
ENSG00000142186	11	65292548	65306175	ENSMUSG00000024941	1
ENSG00000187678	5	141689992	141706020	ENSMUSG00000024427	1
ENSG00000112818	6	46761127	46807515	ENSMUSG00000023914	1
ENSG00000064490	19	19303008	19312678	ENSMUSG00000036120	1
ENSG00000158163	3	137780832	137834660	ENSMUSG00000037784	1
ENSG00000258083	7	141618617	141619709	ENSMUSG00000045514	1
ENSG00000013573	12	31226779	31257725	ENSMUSG00000035842	1
ENSG00000151577	3	113847499	113918254	ENSMUSG00000022705	1
ENSG00000113578	5	141971743	142077617	ENSMUSG00000036585	1
ENSG00000007516	16	1383602	1399439	ENSMUSG00000047507	1
ENSG00000258227	7	141627157	141646807	ENSMUSG00000029915	1
ENSG00000184702	22	19701987	19712295	ENSMUSG00000072214	1
ENSG00000176925	11	4842551	4843686	ENSMUSG00000073965	1
ENSG00000176922	11	4869427	4870514	ENSMUSG00000043310	1
ENSG00000198642	9	21329670	21335379	ENSMUSG00000070923	1
ENSG00000112511	6	33378176	33384230	ENSMUSG00000024193	1
ENSG00000196476	20	251504	271390	ENSMUSG00000032680	0
ENSG00000176900	11	4903049	4904113	ENSMUSG00000045824	1
ENSG00000176895	11	4928600	4929538	ENSMUSG00000073962	1
ENSG00000153832	2	230787018	230877825	ENSMUSG00000073633	1
ENSG00000105737	19	42502473	42573650	ENSMUSG00000003378	1
ENSG00000127314	12	69004619	69054372	ENSMUSG00000052681	1
ENSG00000198948	4	170907748	170954182	ENSMUSG00000031647	1
ENSG00000176893	11	4935900	4936922	ENSMUSG00000043354	1
ENSG00000102710	13	37583449	37633850	ENSMUSG00000095832	0
ENSG00000176879	11	4944531	4945637	ENSMUSG00000045792	1
ENSG00000104332	8	41119481	41167016	ENSMUSG00000031548	1
ENSG00000126803	14	65002623	65009955	ENSMUSG00000059970	1
ENSG00000198604	14	35221937	35344853	ENSMUSG00000035021	1
ENSG00000184995	9	21480841	21482312	ENSMUSG00000045364	1
ENSG00000159871	19	44300081	44331358	ENSMUSG00000030484	1
ENSG00000160471	19	55860674	55866182	ENSMUSG00000051811	1
ENSG00000112539	6	165693153	165723096	ENSMUSG00000023873	1
ENSG00000173653	11	66610306	66614017	ENSMUSG00000024889	1
ENSG00000128652	2	177001340	177037830	ENSMUSG00000079277	1
ENSG00000186487	2	1792885	2335032	ENSMUSG00000061911	1
ENSG00000157551	21	39529128	39679279	ENSMUSG00000062609	1
ENSG00000165807	14	65016620	65056098	ENSMUSG00000052221	1
ENSG00000130347	6	107018903	107077373	ENSMUSG00000019864	1
ENSG00000183576	14	99864083	99947216	ENSMUSG00000056770	1
ENSG00000198682	10	89419370	89507462	ENSMUSG00000024899	1
ENSG00000175336	12	56754353	56756607	ENSMUSG00000047631	1
ENSG00000188282	2	218899683	218955304	ENSMUSG00000061815	1
ENSG00000163131	1	150702672	150738433	ENSMUSG00000038642	1
ENSG00000170734	6	43543887	43586701	ENSMUSG00000023953	1
ENSG00000058866	3	185823457	186080026	ENSMUSG00000022861	1
ENSG00000124374	2	71409869	71454213	ENSMUSG00000045896	1
ENSG00000111237	12	110928902	110939922	ENSMUSG00000029462	1
ENSG00000107938	10	127408084	127452712	ENSMUSG00000039990	1
ENSG00000171444	5	112357796	112824527	ENSMUSG00000071856	1
ENSG00000149927	16	30016830	30034591	ENSMUSG00000052301	1
ENSG00000147533	8	41347915	41368499	ENSMUSG00000015341	1
ENSG00000257138	7	141672431	141673573	ENSMUSG00000058250	1
ENSG00000110108	11	60681346	60690915	ENSMUSG00000034659	1
ENSG00000007866	6	35441374	35464853	ENSMUSG00000002249	1
ENSG00000214063	11	842808	867116	ENSMUSG00000025511	1
ENSG00000177764	20	277737	280965	ENSMUSG00000074682	1
ENSG00000141127	17	18743398	18834581	ENSMUSG00000020528	0
ENSG00000205497	11	4967355	4968356	ENSMUSG00000066269	0
ENSG00000205496	11	4976002	4976943	ENSMUSG00000073964	0
ENSG00000102125	X	153639854	153650065	ENSMUSG00000009995	1
ENSG00000177732	20	306207	310865	ENSMUSG00000051817	1
ENSG00000103061	16	68318406	68344849	ENSMUSG00000033106	1
ENSG00000176798	11	5020213	5021160	ENSMUSG00000046396	0
ENSG00000131876	15	101821715	101835487	ENSMUSG00000030512	1
ENSG00000205495	11	5067756	5068691	ENSMUSG00000073956	1
ENSG00000109576	4	170981373	171012850	ENSMUSG00000057228	1
ENSG00000163736	4	74852755	74853914	ENSMUSG00000029372	0
ENSG00000242114	22	30821518	30825045	ENSMUSG00000004748	1
ENSG00000125454	17	73269073	73285591	ENSMUSG00000020744	1
ENSG00000176787	11	5079880	5080857	ENSMUSG00000051362	1
ENSG00000134765	18	28709199	28742819	ENSMUSG00000044322	1
ENSG00000135205	7	76751751	76958850	ENSMUSG00000064280	0
ENSG00000111602	12	56810903	56843187	ENSMUSG00000039994	1
ENSG00000273085	11	5090802	5091727	ENSMUSG00000073954	0
ENSG00000112541	6	165740776	166400091	ENSMUSG00000023868	1
ENSG00000064012	2	202098166	202152434	ENSMUSG00000026029	1
ENSG00000061936	12	132195626	132284282	ENSMUSG00000029439	1
ENSG00000168131	6	27878963	27880174	ENSMUSG00000094398	0
ENSG00000006118	11	60691935	60704631	ENSMUSG00000024736	1
ENSG00000182070	11	5172239	5207612	ENSMUSG00000096516	1
ENSG00000086848	11	111652919	111742305	ENSMUSG00000032059	1
ENSG00000163053	2	230899698	230933715	ENSMUSG00000026220	1
ENSG00000125841	20	327426	340304	ENSMUSG00000059361	1
ENSG00000176742	11	5220965	5221930	ENSMUSG00000045780	1
ENSG00000115112	2	121974163	122042783	ENSMUSG00000026380	1
ENSG00000119392	9	131266979	131304567	ENSMUSG00000019715	1
ENSG00000005243	17	46103533	46115392	ENSMUSG00000018672	1
ENSG00000121073	17	47778305	47786376	ENSMUSG00000020873	1
ENSG00000173599	11	66615704	66725847	ENSMUSG00000024892	1
ENSG00000186468	5	81569177	81574396	ENSMUSG00000049517	1
ENSG00000136750	10	26505236	26593487	ENSMUSG00000026787	1
ENSG00000118407	6	76001575	76203454	ENSMUSG00000034898	1
ENSG00000110651	11	2397407	2418649	ENSMUSG00000037706	1
ENSG00000144550	3	9745491	9771592	ENSMUSG00000030270	1
ENSG00000124657	6	27925019	27925960	ENSMUSG00000036658	1
ENSG00000146414	6	146185381	146285559	ENSMUSG00000090112	1
ENSG00000198707	12	88442793	88535993	ENSMUSG00000019971	1
ENSG00000135643	12	70760056	70828072	ENSMUSG00000054934	1
ENSG00000128645	2	177053307	177055688	ENSMUSG00000042448	1
ENSG00000157554	21	39751949	40033704	ENSMUSG00000040732	1
ENSG00000196544	17	8091652	8093564	ENSMUSG00000045176	1
ENSG00000185504	17	79506911	79520987	ENSMUSG00000025384	1
ENSG00000100012	22	30843946	30868036	ENSMUSG00000054986	1
ENSG00000170899	6	52842751	52860176	ENSMUSG00000025934	0
ENSG00000178015	5	94955782	94957846	ENSMUSG00000045509	1
ENSG00000163738	4	74979891	75168816	ENSMUSG00000029376	1
ENSG00000082213	5	31532373	31555165	ENSMUSG00000022195	1
ENSG00000157470	15	59664892	59815748	ENSMUSG00000032224	1
ENSG00000144868	3	132757235	133116636	ENSMUSG00000042757	1
ENSG00000132600	16	68344877	68392466	ENSMUSG00000060098	1
ENSG00000178999	17	8108056	8113918	ENSMUSG00000020897	1
ENSG00000128654	2	177134123	177202753	ENSMUSG00000027099	1
ENSG00000157765	4	25656923	25680370	ENSMUSG00000029188	1
ENSG00000148690	10	95427640	95462329	ENSMUSG00000054237	1
ENSG00000187079	11	12695969	12966298	ENSMUSG00000055320	1
ENSG00000174473	4	172733405	173962710	ENSMUSG00000096914	1
ENSG00000117322	1	207627575	207663240	ENSMUSG00000026616	1
ENSG00000142303	19	8645126	8675620	ENSMUSG00000024299	1
ENSG00000180043	19	55866276	55874628	ENSMUSG00000092518	0
ENSG00000173557	2	26785450	26802400	ENSMUSG00000029182	1
ENSG00000138002	2	27667238	27712656	ENSMUSG00000038564	1
ENSG00000213199	7	150745379	150749843	ENSMUSG00000038276	1
ENSG00000175065	18	28956740	28994875	ENSMUSG00000001804	1
ENSG00000108950	17	66531254	66597530	ENSMUSG00000020614	1
ENSG00000151892	10	117816444	118032979	ENSMUSG00000025089	1
ENSG00000115368	2	190306159	190340291	ENSMUSG00000025995	1
ENSG00000112343	6	25963030	25987384	ENSMUSG00000064140	1
ENSG00000142677	1	24446261	24469611	ENSMUSG00000037157	1
ENSG00000101255	20	361261	378203	ENSMUSG00000032715	1
ENSG00000113460	5	34915481	34926101	ENSMUSG00000022247	1
ENSG00000164458	6	166571144	166582188	ENSMUSG00000062327	1
ENSG00000095752	19	55875757	55881831	ENSMUSG00000004371	1
ENSG00000184185	17	21279509	21323179	ENSMUSG00000042529	1
ENSG00000187783	10	45406648	45432450	ENSMUSG00000048108	1
ENSG00000163520	3	13573824	13679922	ENSMUSG00000064080	1
ENSG00000145839	5	135227935	135231516	ENSMUSG00000021538	1
ENSG00000143387	1	150768684	150780799	ENSMUSG00000028111	1
ENSG00000007520	16	1399241	1401912	ENSMUSG00000015126	1
ENSG00000105732	19	42572629	42585701	ENSMUSG00000045252	1
ENSG00000099284	10	71812552	71872036	ENSMUSG00000020086	1
ENSG00000118017	3	137842560	137851229	ENSMUSG00000037953	1
ENSG00000112701	6	76311225	76427997	ENSMUSG00000034252	1
ENSG00000147883	9	22002902	22009362	ENSMUSG00000073802	1
ENSG00000160472	19	55888204	55889612	ENSMUSG00000013091	1
ENSG00000185436	1	24480647	24514449	ENSMUSG00000062157	1
ENSG00000109586	4	174089904	174245118	ENSMUSG00000031608	1
ENSG00000176381	6	166719168	166721936	ENSMUSG00000055945	1
ENSG00000101333	20	9049410	9461889	ENSMUSG00000039943	1
ENSG00000168056	11	65306276	65326401	ENSMUSG00000024940	1
ENSG00000180432	3	42897497	42917633	ENSMUSG00000050445	1
ENSG00000233493	19	55890613	55895966	ENSMUSG00000030431	1
ENSG00000175449	5	94982458	95020477	ENSMUSG00000043190	1
ENSG00000182585	4	75174190	75181024	ENSMUSG00000035020	1
ENSG00000144063	2	110841447	110874143	ENSMUSG00000027377	1
ENSG00000124459	19	44416781	44439430	ENSMUSG00000074282	0
ENSG00000138231	3	137879854	137893791	ENSMUSG00000032469	1
ENSG00000176399	9	22446840	22455739	ENSMUSG00000043753	1
ENSG00000082641	17	46125691	46138849	ENSMUSG00000038615	1
ENSG00000181847	3	113995760	114029135	ENSMUSG00000071552	1
ENSG00000113396	5	127873706	128369335	ENSMUSG00000024600	1
ENSG00000126822	14	65170820	65213610	ENSMUSG00000052609	1
ENSG00000205464	5	81575281	81682796	ENSMUSG00000078958	0
ENSG00000133488	22	30884900	30901698	ENSMUSG00000019368	1
ENSG00000110446	11	60704556	60720002	ENSMUSG00000024737	1
ENSG00000090581	16	1401924	1413352	ENSMUSG00000035521	1
ENSG00000125826	20	388142	411610	ENSMUSG00000027466	1
ENSG00000122779	7	138145079	138274738	ENSMUSG00000029833	1
ENSG00000124610	6	26017260	26018040	ENSMUSG00000049539	1
ENSG00000105245	19	41172596	41196877	ENSMUSG00000063160	1
ENSG00000164404	5	132196873	132202576	ENSMUSG00000018238	1
ENSG00000111845	6	10694928	10710015	ENSMUSG00000038683	1
ENSG00000107105	9	23690102	23826335	ENSMUSG00000008489	1
ENSG00000134757	18	29027758	29058665	ENSMUSG00000056632	1
ENSG00000107551	10	45454855	45491339	ENSMUSG00000042129	1
ENSG00000198598	12	132312938	132336328	ENSMUSG00000029436	1
ENSG00000157557	21	40177231	40196879	ENSMUSG00000022895	1
ENSG00000147536	8	41386725	41402565	ENSMUSG00000031546	1
ENSG00000198839	7	111846643	111983151	ENSMUSG00000055917	1
ENSG00000167194	16	30034655	30039057	ENSMUSG00000045989	0
ENSG00000183018	17	4402133	4442330	ENSMUSG00000040447	1
ENSG00000156983	3	9773413	9789702	ENSMUSG00000001632	1
ENSG00000060762	6	166778407	166796486	ENSMUSG00000023861	1
ENSG00000162944	2	198432948	198540769	ENSMUSG00000025978	1
ENSG00000239672	17	49230897	49239789	ENSMUSG00000037601	1
ENSG00000196176	6	26021907	26022278	ENSMUSG00000060981	0
ENSG00000109089	17	72983727	73001895	ENSMUSG00000050910	1
ENSG00000124529	6	26027124	26027480	ENSMUSG00000061482	0
ENSG00000198914	2	105471969	105476929	ENSMUSG00000045515	1
ENSG00000046604	18	29078006	29128971	ENSMUSG00000044393	1
ENSG00000002746	7	43152198	43605600	ENSMUSG00000021301	0
ENSG00000258223	7	141951963	141957878	ENSMUSG00000051936	1
ENSG00000174695	5	82348665	82373682	ENSMUSG00000012422	1
ENSG00000149926	16	30035748	30064299	ENSMUSG00000058966	1
ENSG00000203618	22	19710468	19712294	ENSMUSG00000050761	1
ENSG00000127329	12	70910630	71031220	ENSMUSG00000020154	1
ENSG00000135972	2	105654441	105716418	ENSMUSG00000060679	1
ENSG00000197177	10	134884433	134945179	ENSMUSG00000025475	1
ENSG00000112041	6	35465651	35480715	ENSMUSG00000037446	1
ENSG00000205442	9	24542950	24545944	ENSMUSG00000028533	1
ENSG00000144061	2	110879888	110962643	ENSMUSG00000027378	1
ENSG00000069122	6	46820249	46922680	ENSMUSG00000056492	1
ENSG00000133794	11	13298199	13408813	ENSMUSG00000055116	1
ENSG00000075292	2	71503691	71662199	ENSMUSG00000030016	1
ENSG00000184058	22	19744226	19771116	ENSMUSG00000009097	1
ENSG00000205133	8	93895758	94029901	ENSMUSG00000055963	1
ENSG00000140479	15	101840818	102065405	ENSMUSG00000030513	1
ENSG00000184162	19	19312225	19314233	ENSMUSG00000071078	1
ENSG00000135148	12	112563305	112591407	ENSMUSG00000042726	1
ENSG00000183527	21	40546695	40555777	ENSMUSG00000022913	1
ENSG00000198680	9	25676396	25678856	ENSMUSG00000054000	1
ENSG00000170819	3	133118839	133194066	ENSMUSG00000032556	1
ENSG00000109107	17	26900133	26904282	ENSMUSG00000017390	1
ENSG00000136490	17	61773262	61778532	ENSMUSG00000040699	1
ENSG00000028277	19	42590263	42700737	ENSMUSG00000008496	1
ENSG00000100591	14	77924213	77935817	ENSMUSG00000021037	1
ENSG00000170522	4	110967002	111120355	ENSMUSG00000041220	1
ENSG00000114388	3	50384761	50388522	ENSMUSG00000010057	1
ENSG00000214736	6	41755400	41757636	ENSMUSG00000033475	1
ENSG00000182645	10	118083940	118139541	ENSMUSG00000025090	1
ENSG00000151164	12	110939460	110969891	ENSMUSG00000038569	1
ENSG00000120159	9	26840683	26892802	ENSMUSG00000028578	1
ENSG00000167862	17	73008765	73017356	ENSMUSG00000018858	1
ENSG00000118271	18	29171689	29178974	ENSMUSG00000061808	1
ENSG00000158055	1	24645812	24690972	ENSMUSG00000037188	1
ENSG00000164104	4	174252846	174256276	ENSMUSG00000054717	1
ENSG00000172432	6	43573053	43596899	ENSMUSG00000023952	1
ENSG00000196226	6	26043455	26043885	ENSMUSG00000075031	1
ENSG00000173621	11	66624118	66627946	ENSMUSG00000045045	1
ENSG00000182446	17	79523913	79615495	ENSMUSG00000039703	1
ENSG00000063015	17	27281919	27333458	ENSMUSG00000000632	1
ENSG00000071242	6	166822852	167319939	ENSMUSG00000023809	1
ENSG00000135482	12	56511943	56516278	ENSMUSG00000039810	1
ENSG00000130348	6	107077453	107116292	ENSMUSG00000019863	1
ENSG00000181722	3	114056941	114866118	ENSMUSG00000022708	1
ENSG00000145826	5	135257968	135290723	ENSMUSG00000021539	1
ENSG00000131828	X	19362011	19379823	ENSMUSG00000031299	1
ENSG00000173237	11	66742748	66744475	ENSMUSG00000042041	1
ENSG00000164663	6	41757634	41863099	ENSMUSG00000090115	1
ENSG00000042286	10	71857979	71892690	ENSMUSG00000020085	1
ENSG00000133110	13	38136720	38172981	ENSMUSG00000027750	1
ENSG00000164916	7	4683388	4811074	ENSMUSG00000056493	1
ENSG00000130287	19	19322782	19363042	ENSMUSG00000002341	1
ENSG00000164188	5	36248536	36302216	ENSMUSG00000048424	1
ENSG00000169857	15	34158428	34331377	ENSMUSG00000003604	1
ENSG00000164105	4	174291120	174298683	ENSMUSG00000031609	1
ENSG00000263563	17	21729601	21731762	ENSMUSG00000062742	0
ENSG00000140297	15	59887074	59932438	ENSMUSG00000032226	1
ENSG00000128242	22	30950622	30970574	ENSMUSG00000049721	1
ENSG00000138792	4	111286889	111486441	ENSMUSG00000028024	1
ENSG00000187325	X	77385245	77395203	ENSMUSG00000047242	1
ENSG00000173227	11	66774249	66818334	ENSMUSG00000049303	1
ENSG00000151657	10	7792925	7829990	ENSMUSG00000037262	1
ENSG00000137055	9	26904081	26947461	ENSMUSG00000028577	1
ENSG00000124882	4	75230860	75254468	ENSMUSG00000029377	1
ENSG00000138138	10	89511269	89601100	ENSMUSG00000013662	1
ENSG00000137200	6	37400995	37450603	ENSMUSG00000024019	1
ENSG00000197694	9	131314866	131395941	ENSMUSG00000057738	1
ENSG00000118276	18	29202210	29265799	ENSMUSG00000056124	1
ENSG00000198885	2	96991069	96994091	ENSMUSG00000074825	1
ENSG00000089053	12	121746048	121837699	ENSMUSG00000029472	1
ENSG00000242802	7	4815253	4833943	ENSMUSG00000039623	1
ENSG00000185838	22	19770747	19842462	ENSMUSG00000000884	1
ENSG00000135447	12	54969171	54982443	ENSMUSG00000022490	1
ENSG00000013725	11	60739115	60787849	ENSMUSG00000024670	1
ENSG00000132382	17	4442192	4458926	ENSMUSG00000040463	1
ENSG00000144426	2	203879602	204091101	ENSMUSG00000073664	1
ENSG00000140307	15	59930261	59949740	ENSMUSG00000033543	1
ENSG00000187664	19	19366450	19373605	ENSMUSG00000007594	1
ENSG00000164405	5	132202252	132203723	ENSMUSG00000044894	1
ENSG00000109046	17	25621102	25640657	ENSMUSG00000017677	0
ENSG00000128708	2	172778958	172848599	ENSMUSG00000027018	1
ENSG00000176597	3	182971032	183016292	ENSMUSG00000022686	1
ENSG00000177830	11	867357	915058	ENSMUSG00000025512	1
ENSG00000171798	10	134973951	135039916	ENSMUSG00000066129	1
ENSG00000137720	11	111749659	111756699	ENSMUSG00000037971	1
ENSG00000213931	11	5289582	5526847	ENSMUSG00000052187	1
ENSG00000213996	19	19375173	19384200	ENSMUSG00000036151	1
ENSG00000127951	7	76822688	76829143	ENSMUSG00000039899	1
ENSG00000145819	5	142149949	142608576	ENSMUSG00000036452	1
ENSG00000187837	6	26055968	26056699	ENSMUSG00000036181	1
ENSG00000144649	3	43020759	43101703	ENSMUSG00000038233	1
ENSG00000174109	16	1469745	1479345	ENSMUSG00000067722	0
ENSG00000084676	2	24714783	24993571	ENSMUSG00000020647	1
ENSG00000184984	15	34260921	34357291	ENSMUSG00000074939	1
ENSG00000107669	10	123499939	123688316	ENSMUSG00000030850	1
ENSG00000109846	11	111779289	111794446	ENSMUSG00000032060	1
ENSG00000131584	1	1227756	1244989	ENSMUSG00000029033	1
ENSG00000134153	15	34376218	34394149	ENSMUSG00000055943	1
ENSG00000165507	10	45466429	45474258	ENSMUSG00000048489	1
ENSG00000180901	17	73028670	73061984	ENSMUSG00000016940	1
ENSG00000197599	16	1484384	1494557	ENSMUSG00000059562	1
ENSG00000177885	17	73314157	73401790	ENSMUSG00000059923	1
ENSG00000091490	4	25749055	25865382	ENSMUSG00000029189	1
ENSG00000144647	3	43120724	43147568	ENSMUSG00000066235	1
ENSG00000114026	3	9791628	9829903	ENSMUSG00000030271	1
ENSG00000145860	5	158584417	158637061	ENSMUSG00000019189	1
ENSG00000141338	17	66863433	66951533	ENSMUSG00000020620	1
ENSG00000006652	7	112063023	112121072	ENSMUSG00000001627	1
ENSG00000173465	11	65337901	65341413	ENSMUSG00000079478	1
ENSG00000266173	17	61780192	61819330	ENSMUSG00000069631	1
ENSG00000164406	5	132208014	132210738	ENSMUSG00000036216	1
ENSG00000184881	11	5344541	5345582	ENSMUSG00000045132	0
ENSG00000197584	3	177990720	178562217	ENSMUSG00000037610	1
ENSG00000140299	15	59951345	59981733	ENSMUSG00000011958	1
ENSG00000100029	22	30972612	31003070	ENSMUSG00000020430	1
ENSG00000205572	5	69321074	69338940	ENSMUSG00000074884	0
ENSG00000242180	11	5363744	5364809	ENSMUSG00000073949	0
ENSG00000172765	3	129366635	129612419	ENSMUSG00000030126	1
ENSG00000066583	5	128430444	128449721	ENSMUSG00000024601	1
ENSG00000157927	7	4836686	4923350	ENSMUSG00000029576	1
ENSG00000176973	11	65339820	65341669	ENSMUSG00000024939	1
ENSG00000186088	7	76940068	77045717	ENSMUSG00000039934	1
ENSG00000007944	6	16129356	16148479	ENSMUSG00000038175	1
ENSG00000103056	16	68392231	68482591	ENSMUSG00000031906	1
ENSG00000078618	1	52254863	52344477	ENSMUSG00000053510	1
ENSG00000149300	11	111788756	111797596	ENSMUSG00000032062	1
ENSG00000247626	2	198570087	198573113	ENSMUSG00000046994	1
ENSG00000184698	11	5410607	5411664	ENSMUSG00000042219	1
ENSG00000215012	22	19833661	19842419	ENSMUSG00000086965	0
